gene_id_base	pct_samples_tpm_gt_0.1	mean_tpm_gene	gene_name	gene_type	chrom	gene_start	gene_end	strand	gene_length_abs	n_isoforms_gencode	n_protein_coding_isoforms	n_nmd_isoforms	n_distinct_tss	n_distinct_transcript_ends	sum_mean_tpm_transcripts	n_isoforms_in_tpm_file	n_isoforms_mean_tpm_gt_0.1	max_isoform_mean_tpm	n_isoforms_ge_10pct_of_max_isoform_mean	gene_length_model_exons_union	n_distinct_exons	n_exon_blocks_merged	cds_length_union_protein_coding	n_distinct_cds_exons	n_cds_exon_blocks_merged	cds_fraction_of_exonic_length	utr5_length_union_all_pc	utr3_length_union_all_pc	n_distinct_cds_start_positions	n_distinct_cds_end_positions	n_distinct_5prime_utr_only_terminal_exons	n_distinct_3prime_utr_only_terminal_exons	canonical_transcript_id	gene_length_canonical_exons_union	cds_length_canonical_union	utr5_length_canonical	utr3_length_canonical	n_exons_canonical	n_cds_exons_canonical	sum_tx_tpm_over_gene_tpm	frac_isoforms_mean_tpm_gt_0.1
ENSG00000071575	100.0	33.38192245614035	TRIB2	protein_coding	chr2	12716910	12742734	+	25825	4	3	0	4	3	24.06584795321639	4	4	14.134210526315801	3	4567	8	4	1222	5	4	0.2675717100941537	1511	1947	2	2	1	0	ENST00000155926	4344	1029	1372.0	1943.0	3	3	0.7209245658285824	1.0
ENSG00000225649	26.608187134502927	0.11773280409356726	ENSG00000225649	lncRNA	chr2	12736888	13007066	-	270179	41	0	0	32	35	0.4244444444444444	41	0	0.04017543859649121	28	10812	84	23	0	0	0	0.0	0	0	0	0	0	0	ENST00000663507	1255	0			7	0	3.6051502188559135	0.0
ENSG00000264370	0.29239766081871343	0.001442809941520468	MIR3125	miRNA	chr2	12737367	12737444	+	78	1	0	0	1	1	0.0	1	0	0.0	1	78	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000579927	78	0			1	0	0.0	0.0
ENSG00000310311	1.461988304093567	0.004288084795321637	ENSG00000310311	lncRNA	chr2	12881032	12929350	+	48319	3	0	0	3	3	0.003713450292397661	3	0	0.0027485380116959064	2	1049	9	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000848994	616	0			4	0	0.8659927379349143	0.0
ENSG00000285876	13.742690058479532	0.05115595321637426	ENSG00000285876	lncRNA	chr2	13000787	13331683	+	330897	11	0	0	9	10	0.08137426900584793	11	0	0.03128654970760232	7	4820	23	11	0	0	0	0.0	0	0	0	0	0	0	ENST00000647894	2240	0			5	0	1.5907096611348301	0.0
ENSG00000307443	2.046783625730994	0.012759991228070176	ENSG00000307443	lncRNA	chr2	13307453	13307872	-	420	1	0	0	1	1	0.016666666666666666	1	0	0.016666666666666666	1	420	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000826319	420	0			1	0	1.3061659971993052	0.0
ENSG00000300555	1.1695906432748537	0.01008098245614035	ENSG00000300555	lncRNA	chr2	13357271	13403235	+	45965	4	0	0	3	3	0.009181286549707603	4	0	0.005350877192982456	3	1148	8	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000772676	694	0			3	0	0.9107531522500825	0.0
ENSG00000229370	3.8011695906432745	0.014416701754385962	ENSG00000229370	lncRNA	chr2	13537673	13609168	+	71496	1	0	0	1	1	0.0	1	0	0.0	1	455	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000434509	455	0			2	0	0.0	0.0
ENSG00000230448	0.0	0.0017189298245614034	LINC00276	lncRNA	chr2	13710526	14418000	-	707475	4	0	0	4	4	0.010321637426900584	4	0	0.007076023391812865	3	4101	10	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000417751	596	0			5	0	6.004688079418378	0.0
ENSG00000227718	3.8011695906432745	0.012226953216374273	ENSG00000227718	lncRNA	chr2	13723048	13758152	+	35105	1	0	0	1	1	0.002456140350877193	1	0	0.002456140350877193	1	832	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000420828	832	0			3	0	0.20087918121645731	0.0
ENSG00000251859	0.0	0.0	RNU6-1288P	snRNA	chr2	14274622	14274725	-	104	1	0	0	1	1	0.0	1	0	0.0	1	104	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000516050	104	0			1	0		0.0
ENSG00000237261	0.0	0.0	Metazoa_SRP	misc_RNA	chr2	14530941	14531223	+	283	1	0	0	1	1	0.0	1	0	0.0	1	283	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000415635	283	0			1	0		0.0
ENSG00000228505	0.5847953216374269	0.0013585438596491228	ENSG00000228505	lncRNA	chr2	14616428	14630192	+	13765	2	0	0	1	1	0.0	2	0	0.0	2	346	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000450715	346	0			3	0	0.0	0.0
ENSG00000162981	88.88888888888889	5.141173982456142	LRATD1	protein_coding	chr2	14632700	14650814	+	18115	4	2	0	4	4	4.313830409356725	4	3	1.5104970760233907	3	8365	13	7	876	1	1	0.10472205618649133	517	5186	1	1	2	0	ENST00000295092	6319	876	257.0	5186.0	2	1	0.8390749708291018	0.75
ENSG00000287291	7.894736842105263	0.01997180116959064	ENSG00000287291	lncRNA	chr2	14705668	14992066	-	286399	2	0	0	2	2	0.013040935672514615	2	0	0.012134502923976604	1	2285	7	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000654007	2128	0			4	0	0.6529674295161187	0.0
ENSG00000303625	6.432748538011696	0.055056801169590636	ENSG00000303625	lncRNA	chr2	14872355	14873113	-	759	1	0	0	1	1	0.03347953216374269	1	0	0.03347953216374269	1	759	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000796175	759	0			1	0	0.6080907617683089	0.0
ENSG00000235127	2.923976608187134	0.00844372222222222	ENSG00000235127	lncRNA	chr2	14886647	14907664	-	21018	1	0	0	1	1	0.0	1	0	0.0	1	467	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000416173	467	0			3	0	0.0	0.0
ENSG00000296674	1.1695906432748537	0.003566412280701754	ENSG00000296674	lncRNA	chr2	15135898	15142336	-	6439	1	0	0	1	1	0.0004385964912280702	1	0	0.0004385964912280702	1	670	4	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000741106	670	0			4	0	0.1229797501543396	0.0
ENSG00000151779	100.0	7.035958616959065	NBAS	protein_coding	chr2	15166916	15561340	-	394425	20	9	4	16	18	17.257046783625725	20	9	5.555263157894733	5	21043	86	62	7291	68	58	0.34648101506439194	459	397	8	5	1	0	ENST00000281513	7278	7113	30.0	135.0	52	52	2.452693047686543	0.45
ENSG00000229087	0.5847953216374269	0.0012671959064327483	RPS26P18	processed_pseudogene	chr2	15397435	15397782	-	348	1	0	0	1	1	0.00152046783625731	1	0	0.00152046783625731	1	348	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000413892	348	0			1	0	1.1998680145184033	0.0
ENSG00000234022	12.573099415204677	0.11256827485380118	ENSG00000234022	lncRNA	chr2	15561427	15573875	+	12449	3	0	0	3	3	0.06596491228070175	3	0	0.03628654970760234	3	1250	11	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000438178	646	0			6	0	0.5859991402228926	0.0
ENSG00000302930	9.649122807017543	0.03196531578947367	ENSG00000302930	lncRNA	chr2	15586251	15591703	-	5453	1	0	0	1	1	0.006608187134502926	1	0	0.006608187134502926	1	827	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000790530	827	0			2	0	0.206729918703917	0.0
ENSG00000079785	100.0	60.34964116959059	DDX1	protein_coding	chr2	15591178	15634346	+	43169	24	11	5	11	4	53.50394736842108	24	9	48.93619883040939	1	10125	59	23	2225	35	27	0.21975308641975308	816	1964	4	2	6	1	ENST00000233084	2484	2220	66.0	198.0	26	26	0.8865661225402783	0.375
ENSG00000302890	6.432748538011696	0.025954269005847963	ENSG00000302890	lncRNA	chr2	15642288	15643883	+	1596	2	0	0	2	2	0.00672514619883041	2	0	0.005497076023391814	2	1164	4	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000790297	1164	0			2	0	0.2591152229066869	0.0
ENSG00000224194	1.1695906432748537	0.0031285818713450288	ENSG00000224194	lncRNA	chr2	15668684	15680484	-	11801	1	0	0	1	1	0.0011403508771929826	1	0	0.0011403508771929826	1	568	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000431117	568	0			3	0	0.36449449753498925	0.0
ENSG00000231031	3.508771929824561	0.02621051754385965	LINC01804	lncRNA	chr2	15690780	15786618	+	95839	16	0	0	12	9	0.05953216374269006	16	0	0.019912280701754385	8	5068	33	13	0	0	0	0.0	0	0	0	0	0	0	ENST00000770646	2036	0			5	0	2.271308212173654	0.0
ENSG00000237326	1.7543859649122806	0.011268695906432749	ENSG00000237326	lncRNA	chr2	15801747	15810877	-	9131	1	0	0	1	1	0.0036842105263157894	1	0	0.0036842105263157894	1	487	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000448379	487	0			2	0	0.32694204874342675	0.0
ENSG00000202160	0.0	0.0	RNU5E-7P	snRNA	chr2	15864935	15865051	+	117	1	0	0	1	1	0.0	1	0	0.0	1	117	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000365290	117	0			1	0		0.0
ENSG00000214657	4.093567251461988	0.01043945321637427	RPLP1P5	processed_pseudogene	chr2	15869939	15870243	+	305	1	0	0	1	1	0.0	1	0	0.0	1	305	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000398740	305	0			1	0	0.0	0.0
ENSG00000238371	0.0	0.0	ENSG00000238371	snoRNA	chr2	15903669	15903772	+	104	1	0	0	1	1	0.0	1	0	0.0	1	104	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000458916	104	0			1	0		0.0
ENSG00000223850	0.5847953216374269	0.003899929824561403	MYCNUT	lncRNA	chr2	15908664	15937784	+	29121	15	0	0	6	9	0.008830409356725145	15	0	0.0061403508771929825	4	2592	24	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000817294	436	0			4	0	2.264248269574501	0.0
ENSG00000233718	20.46783625730994	0.08821810526315789	MYCNOS	lncRNA	chr2	15918350	15943052	-	24703	11	0	0	10	7	0.10482456140350878	11	0	0.04707602339181287	5	7251	21	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000641950	3218	0			3	0	1.1882431740152797	0.0
ENSG00000134323	81.87134502923976	1.4141900409356725	MYCN	protein_coding	chr2	15940550	15947007	+	6458	3	2	0	3	3	0.9475730994152047	3	2	0.6915789473684211	2	2755	7	4	1549	3	3	0.5622504537205082	311	913	2	1	1	0	ENST00000281043	2613	1392	311.0	910.0	3	2	0.6700465085924807	0.6666666666666666
ENSG00000243541	0.0	0.0	RN7SL104P	misc_RNA	chr2	15950689	15950981	-	293	1	0	0	1	1	0.0	1	0	0.0	1	293	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000498686	293	0			1	0		0.0
ENSG00000226764	0.0	0.0006467514619883042	ENSG00000226764	lncRNA	chr2	15997049	16062885	-	65837	1	0	0	1	1	0.0	1	0	0.0	1	516	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000422415	516	0			3	0	0.0	0.0
ENSG00000236289	3.508771929824561	0.014793394736842104	GACAT3	lncRNA	chr2	16013928	16087201	+	73274	21	0	0	20	11	0.023157894736842106	21	0	0.0036842105263157903	13	4137	42	14	0	0	0	0.0	0	0	0	0	0	0	ENST00000652394	1358	0			5	0	1.5654212673152494	0.0
ENSG00000301274	0.5847953216374269	0.003792298245614035	ENSG00000301274	lncRNA	chr2	16036775	16037573	+	799	1	0	0	1	1	0.0021929824561403508	1	0	0.0021929824561403508	1	594	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000777605	594	0			2	0	0.5782726763847317	0.0
ENSG00000236989	4.385964912280701	0.014285801169590646	ENSG00000236989	lncRNA	chr2	16083923	16106307	-	22385	14	0	0	14	8	0.012280701754385967	14	0	0.005964912280701755	6	3346	30	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000777437	1039	0			4	0	0.8596438945634483	0.0
ENSG00000271315	0.0	0.0	ENSG00000271315	processed_pseudogene	chr2	16149251	16149394	+	144	1	0	0	1	1	0.0	1	0	0.0	1	144	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000603389	144	0			1	0		0.0
ENSG00000251704	0.0	0.0	ENSG00000251704	snoRNA	chr2	16199203	16199295	+	93	1	0	0	1	1	0.0	1	0	0.0	1	93	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000515895	93	0			1	0		0.0
ENSG00000294705	1.7543859649122806	0.020852763157894735	ENSG00000294705	lncRNA	chr2	16201548	16204973	-	3426	1	0	0	1	1	0.015847953216374267	1	0	0.015847953216374267	1	508	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000725285	508	0			3	0	0.7599929609508045	0.0
ENSG00000226041	5.263157894736842	0.02636587426900585	ENSG00000226041	lncRNA	chr2	16202430	16204226	+	1797	2	0	0	2	1	0.018157894736842106	2	0	0.017953216374269006	1	662	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000444804	637	0			3	0	0.6886892712747039	0.0
ENSG00000228876	1.7543859649122806	0.0067484619883040955	ENSG00000228876	lncRNA	chr2	16224047	16333978	+	109932	8	0	0	8	7	0.00973684210526316	8	0	0.0031871345029239775	5	5374	20	10	0	0	0	0.0	0	0	0	0	0	0	ENST00000420404	1710	0			4	0	1.442823879298467	0.0
ENSG00000231266	0.8771929824561403	0.0036283070175438595	ENSG00000231266	lncRNA	chr2	16227027	16228194	-	1168	1	0	0	1	1	0.0004385964912280702	1	0	0.0004385964912280702	1	415	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000439745	415	0			2	0	0.12088185732556145	0.0
ENSG00000285354	0.5847953216374269	0.0017935760233918129	ENSG00000285354	lncRNA	chr2	16294445	16302290	-	7846	1	0	0	1	1	0.0008479532163742691	1	0	0.0008479532163742691	1	720	6	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000643867	720	0			6	0	0.4727723861800481	0.0
ENSG00000232444	0.5847953216374269	0.0014449502923976607	ENSG00000232444	lncRNA	chr2	16315937	16319661	-	3725	1	0	0	1	1	0.0006432748538011696	1	0	0.0006432748538011696	1	1222	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000420130	1222	0			2	0	0.4451882235573373	0.0
ENSG00000224400	2.046783625730994	0.009686669590643276	ENSG00000224400	lncRNA	chr2	16354220	16455129	+	100910	7	0	0	5	6	0.016374269005847954	7	0	0.009619883040935672	4	1117	17	9	0	0	0	0.0	0	0	0	0	0	0	ENST00000766117	448	0			4	0	1.6903920230400433	0.0
ENSG00000289364	3.508771929824561	0.007934815789473682	ENSG00000289364	lncRNA	chr2	16401666	16478625	-	76960	11	0	0	6	9	0.014619883040935673	11	0	0.005263157894736842	7	2414	20	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000766298	787	0			3	0	1.8424981031482035	0.0
ENSG00000237633	6.432748538011696	0.02273914619883041	ENSG00000237633	lncRNA	chr2	16523176	16555564	+	32389	4	0	0	4	4	0.010058479532163744	4	0	0.005087719298245615	3	1458	14	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000648675	1296	0			7	0	0.44234200546549557	0.0
ENSG00000279663	2.3391812865497075	0.009606134502923974	ENSG00000279663	TEC	chr2	16541690	16545695	-	4006	1	0	0	1	1	0.003801169590643277	1	0	0.003801169590643277	1	4006	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000633055	4006	0			1	0	0.39570230767498143	0.0
ENSG00000197872	100.0	12.758596070175436	CYRIA	protein_coding	chr2	16549459	16666331	-	116873	5	4	0	5	5	5.52733918128655	5	2	5.270438596491228	1	5448	22	16	969	12	10	0.177863436123348	666	3480	1	3	4	0	ENST00000381323	4670	969	221.0	3480.0	12	10	0.4332247177420475	0.4
ENSG00000295632	0.0	0.0	ENSG00000295632	lncRNA	chr2	16715694	16730976	-	15283	1	0	0	1	1	0.0	1	0	0.0	1	575	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000731500	575	0			3	0		0.0
ENSG00000223536	1.1695906432748537	0.0048067076023391815	ENSG00000223536	lncRNA	chr2	16728068	16769567	+	41500	3	0	0	3	3	0.010526315789473684	3	0	0.008771929824561403	2	2814	7	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000669222	2758	0			3	0	2.1899222212624414	0.0
ENSG00000304877	0.8771929824561403	0.002405997076023392	ENSG00000304877	lncRNA	chr2	16818179	16907831	+	89653	4	0	0	3	3	0.0011111111111111113	4	0	0.0008187134502923978	2	2706	9	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000806857	1098	0			4	0	0.46180900308804396	0.0
ENSG00000224604	0.29239766081871343	0.0012605204678362571	ENSG00000224604	processed_pseudogene	chr2	16853820	16855284	-	1465	1	0	0	1	1	0.00011695906432748539	1	0	0.00011695906432748539	1	950	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000444710	950	0			2	0	0.09278632700685228	0.0
ENSG00000237670	0.0	0.0	LINC01866	lncRNA	chr2	16970034	16974497	+	4464	1	0	0	1	1	0.0	1	0	0.0	1	201	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000421181	201	0			3	0		0.0
ENSG00000222842	0.29239766081871343	0.00034422807017543856	RN7SKP168	misc_RNA	chr2	17122841	17123140	-	300	1	0	0	1	1	0.0	1	0	0.0	1	300	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000410910	300	0			1	0	0.0	0.0
ENSG00000309887	1.461988304093567	0.004813649122807018	ENSG00000309887	lncRNA	chr2	17131334	17193616	-	62283	2	0	0	2	1	0.003333333333333333	2	0	0.003333333333333333	1	535	4	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000845015	429	0			3	0	0.6924753442331382	0.0
ENSG00000309902	0.5847953216374269	0.0015515497076023393	ENSG00000309902	lncRNA	chr2	17172361	17192865	+	20505	1	0	0	1	1	0.0007894736842105264	1	0	0.0007894736842105264	1	1209	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000845391	1209	0			3	0	0.508829127640729	0.0
ENSG00000214843	0.29239766081871343	0.0003570204678362573	ZFYVE9P2	processed_pseudogene	chr2	17284292	17284895	+	604	1	0	0	1	1	0.00029239766081871346	1	0	0.00029239766081871346	1	604	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000447321	604	0			1	0	0.8189941114323388	0.0
ENSG00000304927	0.8771929824561403	0.004705944444444443	ENSG00000304927	lncRNA	chr2	17347290	17355954	-	8665	1	0	0	1	1	0.0	1	0	0.0	1	281	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000807135	281	0			3	0	0.0	0.0
ENSG00000299177	2.046783625730994	0.006250257309941521	ENSG00000299177	lncRNA	chr2	17373252	17382170	+	8919	1	0	0	1	1	0.0011695906432748538	1	0	0.0011695906432748538	1	538	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000761417	538	0			2	0	0.1871267989902638	0.0
ENSG00000236348	28.07017543859649	0.09055390058479532	PSMC1P10	processed_pseudogene	chr2	17385091	17386417	+	1327	1	0	0	1	1	0.0012280701754385965	1	0	0.0012280701754385965	1	1327	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000434820	1327	0			1	0	0.013561758991139459	0.0
ENSG00000214842	10.23391812865497	0.27830321929824553	RAD51AP2	protein_coding	chr2	17510579	17518440	-	7862	1	1	0	1	1	0.11970760233918132	1	1	0.11970760233918132	1	3730	3	3	3477	3	3	0.932171581769437	25	228	1	1	0	0	ENST00000399080	3730	3477	25.0	228.0	3	3	0.43013373198136046	1.0
ENSG00000308172	3.8011695906432745	0.03262698245614035	ENSG00000308172	lncRNA	chr2	17517567	17551081	+	33515	2	0	0	2	2	0.005847953216374269	2	0	0.005409356725146199	1	3512	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000832128	1108	0			2	0	0.17923671685653214	0.0
ENSG00000163032	71.34502923976608	5.124490055555552	VSNL1	protein_coding	chr2	17539126	17657018	+	117893	6	5	0	5	5	3.7307602339181236	6	3	3.0598830409356674	2	3790	13	9	573	5	3	0.15118733509234827	1262	1627	1	3	4	0	ENST00000295156	2428	573	228.0	1627.0	4	3	0.7280256559135165	0.5
ENSG00000308196	16.374269005847953	0.10603808479532166	ENSG00000308196	lncRNA	chr2	17627451	17643200	-	15750	1	0	0	1	1	0.10584795321637426	1	1	0.10584795321637426	1	334	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000832406	334	0			2	0	0.9982069500848266	1.0
ENSG00000163029	100.0	9.53301451461988	SMC6	protein_coding	chr2	17663812	17800242	-	136431	10	7	1	10	9	5.222602339181287	10	3	4.187163742690059	2	9824	51	35	3351	32	28	0.34110342019543977	1201	1690	1	5	6	0	ENST00000448223	5240	3273	277.0	1690.0	28	26	0.5478437414704317	0.3
ENSG00000178295	96.78362573099415	1.2647884502923976	GEN1	protein_coding	chr2	17753858	17788946	+	35089	8	5	0	8	8	0.8147660818713445	8	1	0.4805263157894732	4	11832	27	15	2725	17	13	0.2303076402974983	350	7080	2	4	4	0	ENST00000381254	9957	2724	223.0	7010.0	14	13	0.6441915892598358	0.125
ENSG00000307657	16.666666666666664	0.07544552046783623	ENSG00000307657	lncRNA	chr2	17799536	17801900	+	2365	2	0	0	2	1	0.06935672514619882	2	0	0.03812865497076024	2	579	4	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000827703	504	0			2	0	0.9192954693150647	0.0
ENSG00000297720	4.093567251461988	0.01923308771929825	ENSG00000297720	lncRNA	chr2	17804088	17849489	-	45402	8	0	0	5	5	0.01906432748538012	8	0	0.0057894736842105275	8	3003	17	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000750479	1317	0			4	0	0.9912255256991941	0.0
ENSG00000151379	5.847953216374268	0.022835754385964913	MSGN1	protein_coding	chr2	17816460	17817798	+	1339	1	1	0	1	1	0.009824561403508772	1	0	0.009824561403508772	1	1339	1	1	579	1	1	0.4324122479462285	59	701	1	1	0	0	ENST00000281047	1339	579	59.0	701.0	1	1	0.4302271445670763	0.0
ENSG00000170745	100.0	10.88735275730994	KCNS3	protein_coding	chr2	17877847	18361616	+	483770	5	3	0	4	5	6.559736842105265	5	2	6.244415204678364	1	3128	12	9	1473	2	1	0.4709079283887468	670	477	1	2	3	0	ENST00000304101	2341	1473	391.0	477.0	3	1	0.6025098100822492	0.4
ENSG00000212455	0.29239766081871343	0.0017516959064327485	ENSG00000212455	snoRNA	chr2	18040606	18040733	-	128	1	0	0	1	1	0.0	1	0	0.0	1	128	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000391153	128	0			1	0	0.0	0.0
ENSG00000294087	4.093567251461988	0.01722375730994152	ENSG00000294087	lncRNA	chr2	18386643	18387136	+	494	1	0	0	1	1	0.0	1	0	0.0	1	230	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000720892	230	0			2	0	0.0	0.0
ENSG00000287881	2.631578947368421	0.009728713450292392	ENSG00000287881	lncRNA	chr2	18403967	18504484	+	100518	1	0	0	1	1	0.0014035087719298247	1	0	0.0014035087719298247	1	3223	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000670548	3223	0			3	0	0.14426458124199792	0.0
ENSG00000300854	11.11111111111111	0.1630765321637427	ENSG00000300854	lncRNA	chr2	18423439	18425412	-	1974	3	0	0	2	3	0.14842105263157895	3	0	0.08444444444444443	3	635	6	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000774583	631	0			2	0	0.9101312780097114	0.0
ENSG00000287849	8.47953216374269	0.05961821929824559	ENSG00000287849	lncRNA	chr2	18492194	18514657	-	22464	9	0	0	8	5	0.09675438596491229	9	0	0.03807017543859649	5	2104	18	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000740775	1003	0			4	0	1.6228996287341229	0.0
ENSG00000303610	7.017543859649122	0.02396623684210526	ENSG00000303610	lncRNA	chr2	18520736	18521684	+	949	1	0	0	1	1	0.008391812865497075	1	0	0.008391812865497075	1	458	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000796067	458	0			2	0	0.3501514618579525	0.0
ENSG00000304724	100.0	16.750825994152045	ENSG00000304724	lncRNA	chr2	18526877	18555926	+	29050	6	0	0	5	3	0.12368421052631576	6	0	0.04669590643274852	4	1265	17	6	0	0	0	0.0	0	0	0	0	0	0	ENST00000805798	820	0			5	0	0.00738376785535804	0.0
ENSG00000260331	90.05847953216374	0.8062167456140353	ENSG00000260331	lncRNA	chr2	18547386	18548204	-	819	1	0	0	1	1	0.3259064327485383	1	1	0.3259064327485383	1	819	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000565944	819	0			1	0	0.40424170611876786	1.0
ENSG00000240857	100.0	27.924131520467842	RDH14	protein_coding	chr2	18554723	18560679	-	5957	2	1	0	2	2	16.95038011695906	2	2	11.469269005847952	2	1586	4	2	1008	2	2	0.6355611601513241	81	471	1	1	0	0	ENST00000381249	1560	1008	81.0	471.0	2	2	0.6070154806617625	1.0
ENSG00000304698	52.33918128654971	0.29286153508771934	ENSG00000304698	lncRNA	chr2	18560785	18688333	+	127549	2	0	0	2	2	0.08596491228070173	2	0	0.07643274853801167	2	1072	6	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000805686	735	0			4	0	0.2935343224741108	0.0
ENSG00000185013	17.543859649122805	0.9247737777777776	NT5C1B	protein_coding	chr2	18562871	18589572	-	26702	7	4	1	7	7	0.5705847953216374	7	2	0.2845029239766082	2	3988	26	9	1915	16	11	0.48019057171514545	101	928	2	2	0	0	ENST00000304081	2679	1650	101.0	928.0	9	9	0.6169993235456429	0.2857142857142857
ENSG00000207170	0.0	0.0	RNU6-1215P	snRNA	chr2	18583367	18583468	-	102	1	0	0	1	1	0.0	1	0	0.0	1	102	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000384441	102	0			1	0		0.0
ENSG00000224626	0.8771929824561403	0.0016113684210526317	ENSG00000224626	lncRNA	chr2	18784807	18787752	+	2946	1	0	0	1	1	0.0	1	0	0.0	1	368	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000431697	368	0			2	0	0.0	0.0
ENSG00000287284	15.204678362573098	0.05021994444444445	ENSG00000287284	lncRNA	chr2	18890094	19091593	+	201500	6	0	0	4	6	0.10204678362573098	6	0	0.03254385964912281	5	4892	12	10	0	0	0	0.0	0	0	0	0	0	0	ENST00000776740	1986	0			5	0	2.031997142860636	0.0
ENSG00000236204	61.40350877192983	0.17294040643274872	LINC01376	lncRNA	chr2	18985786	19348074	-	362289	60	0	0	36	40	0.9131578947368421	60	1	0.17040935672514615	12	17811	94	31	0	0	0	0.0	0	0	0	0	0	0	ENST00000650025	2080	0			8	0	5.280188208022637	0.016666666666666666
ENSG00000301178	5.847953216374268	0.01590114912280701	ENSG00000301178	lncRNA	chr2	19048477	19052567	+	4091	1	0	0	1	1	0.0052046783625731	1	0	0.0052046783625731	1	681	3	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000776835	681	0			3	0	0.3273146061568615	0.0
ENSG00000266738	0.0	0.0	MIR4757	miRNA	chr2	19348429	19348505	+	77	1	0	0	1	1	0.0	1	0	0.0	1	77	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000584244	77	0			1	0		0.0
ENSG00000143867	97.07602339181285	15.840554327485382	OSR1	protein_coding	chr2	19351485	19358623	-	7139	3	1	0	2	3	8.349649122807023	3	2	8.145292397660825	1	5279	7	4	798	2	2	0.15116499336995642	315	793	1	1	1	0	ENST00000272223	1906	798	315.0	793.0	3	2	0.5271058670162392	0.6666666666666666
